"Date" "ETR" "FCO2" "FCH4" "Heat" "LHeat" "SoilHeatd2" "lgt.bm1_G_1_1_2" "lgt.bm1_P_1_1_1" "lgt.bm1_PA_1_1_1" "lgt.bm1_PPFD_IN_1_1_1" "lgt.bm1_RH_1_1_1" "lgt.bm1_SWC_1_1_1" "lgt.bm1_SWC_1_1_2" "lgt.bm1_SWC_1_2_1" "lgt.bm1_SWC_1_3_1" "TA" "lgt.bm1_TS_1_1_1" "lgt.bm1_TS_1_1_2" "lgt.bm1_TS_1_2_1" "lgt.bm1_TS_1_2_2" "lgt.bm1_TS_1_3_1" "lgt.bm1_TS_1_3_2" "lgt.bm1_TS_1_4_1" "lgt.bm1_TS_1_5_1" "lgt.bm1_WD_1_1_1" "lgt.bm1_WS_1_1_1" "lgt.bm1_WTD" "lgt.sm_exutoire_Q" "lgt.sm_exutoire_TW" "lgt.pz_cbdv_amont_TW" "lgt.pz_cbdv_amont_WTD" "lgt.pz_cbdv_aval_TW" "lgt.pz_cbdv_aval_WTD" "lgt.pz_dc_TW" "lgt.pz_dc_WTD" "lgt.pz_do_TW" "lgt.pz_do_WTD" "lgt.pz_wc_TW" "lgt.pz_wc_WTD" "lgt.pz_wo_WTD" "lgt.bm2_G_2_1_1" "lgt.bm2_G_2_1_2" "lgt.bm2_LW_IN_1_1_1" "lgt.bm2_LW_OUT_1_1_1" "lgt.bm2_SW_IN_1_1_1" "lgt.bm2_SW_OUT_1_1_1" "lgt.bm2_SWC_2_1_1" "lgt.bm2_SWC_2_1_2" "lgt.bm2_SWC_2_2_1" "lgt.bm2_SWC_2_3_1" "lgt.bm2_TS_2_1_1" "lgt.bm2_TS_2_1_2" "lgt.bm2_TS_2_2_1" "lgt.bm2_TS_2_2_2" "lgt.bm2_TS_2_3_1" "lgt.bm2_TS_2_4_1" "lgt.bm2_TS_2_5_1" "lgt.bm2_TS_2_6_1" "lgt.bm2_WTD"
2017-01-30 NA NA NA NA NA 5.94347154365079 8.88820495281307 1.2 997.286038112523 47.3623431252269 NA 29.5625960072595 76.5042135208711 79.3099434664247 74.6800395644283 9.8755618784029 4.61475005444646 4.69533103448276 2.80271320326679 5.04793623411978 0.73222233938294 2.45656627949183 1.00456265607985 4.08513102540835 209.882512704174 0.752796692377495 -0.203293422867514 2.76352638838476 5.30400181488203 4.2 -0.0636424682395644 5.9 0.00487193139745916 6 0.021 1.6 -0.07002722323049 5.21333333333333 0.0155555555555556 -0.0512985480943739 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2017-01-31 -0.000556383333333332 1.11727125 0.01640455 -24.95489125 10.98385 3.16304155753968 4.73017752268603 0.2 995.041047186933 102.216445398094 NA 36.2963336660617 76.2021433756806 79.2270647912886 74.6797878402904 7.82296359346642 2.41358000372051 3.08539373774955 1.87379960254083 3.33008722958258 0.970690648820327 1.97149929310345 1.08067713248639 4.03282413793103 161.875075317604 0.623490574410163 -0.208774636116152 2.01801046279492 5.69341288566243 4.2 -0.0794473684210526 5.8529945553539 -0.000574743194192378 6 0.0203333333333333 1.63965517241379 -0.0741923774954628 5.2 0.012 -0.0580127041742287 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2017-02-01 0.0281992274090909 0.706374381944444 -0.00201115666666667 -16.9003666666667 18.8307039924242 10.7070032474206 16.2718740372051 2.6 987.946230490018 146.336655224138 NA 42.5894701451906 76.2282328493648 79.1910425589837 74.6829329401089 10.2574258711434 4.54207949183303 4.46822102540835 3.55582827041742 4.6905390199637 1.78179107985481 2.97708002722323 1.28886790381125 3.99249359346642 207.777770417423 1.40374500816697 -0.208422747731397 1.55914460980036 6.07548638838476 4.30689655172414 -0.0877740471869329 5.8 -0.00485289673321234 6 0.021 1.8535390199637 -0.0757885662431942 5.2 0.0216666666666667 -0.0603221415607985 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2017-02-02 0.0141321286666667 0.740916308571429 0.0163317311111111 -51.1515615740741 9.95842401190476 3.92559018611111 2.61964520833333 3.6 986.616862068965 87.6406220998185 NA 46.2205752268603 76.501363430127 79.143909800363 74.662684845735 7.33331378402904 4.62721063520871 4.52756545372051 4.25836655172414 4.7826220508167 3.17408896551724 3.44736155172414 2.2355117876588 3.99008597096189 242.402448275862 2.20229061978221 -0.203494278584392 2.02802650635209 6.36855807622505 4.5244555353902 -0.0795362976406534 5.8 -0.00250359128856624 6 0.026 2.69963702359347 -0.0740263157894737 5.23666666666667 0.0251111111111111 -0.0556343012704174 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2017-02-03 0.0258179523653846 0.654066166666667 0.007168102 -35.6351686363636 23.2203518181818 0.880890275793651 1.38368050198413 11.4 981.506407441016 72.988574376951 NA 47.2118869328494 77.0452688747731 79.1571904718693 74.6134713248639 5.65628789292196 4.60279941923775 4.39599551724138 4.62482098911071 4.59456856624319 4.12701460980036 3.62755260435572 3.38537840290381 4.08293799455535 202.447506987296 1.86393198275862 -0.192863148820327 5.26157194192378 6.53916061705989 4.81450742240216 -0.0529925775978408 5.8 0.00468885725952813 6 0.0408888888888889 3.1442831215971 -0.0679927404718693 5.33666666666667 0.0346666666666667 -0.046986388384755 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2017-02-04 0.0269363541883117 0.317762992307692 0.000321553749999999 -4.67001412121212 20.3684427461538 3.72740125 6.9814780952381 10.4 982.662649727768 133.146550378403 NA 47.1750445553539 76.996904446461 79.1367684210526 74.555066969147 6.63448927459165 5.28543354809437 5.06326823956443 4.98699004537205 5.27805867513612 4.17508467332123 4.07566117967332 3.6843916061706 4.28971965517241 214.341203629764 1.47151526497278 -0.191803986388385 4.59707666061706 6.58095735027223 5.06390013495277 -0.0396794871794872 5.88275862068966 0.00756548629764065 6 0.0392222222222222 3.51070780399274 -0.0681969147005445 5.45333333333333 0.0302222222222222 -0.0473384754990926 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2017-02-05 0.0241775638803977 0.509440133333333 -0.006705698875 11.4057715909091 13.7240263857143 2.20678609853801 4.91359513869396 0.8 1000.39375 150.838490125 NA 46.4556042857143 76.3819910714286 79.0173325 74.5117303571429 5.23046035714286 4.78786778571429 4.62895321428571 4.67951478571429 4.71480210714286 4.33786192857143 4.13626407142857 4.07207260714286 4.52238214285714 168.071459285714 0.5924726 -0.197217085714286 2.51878839285714 6.68085357142857 5.27392857142857 -0.055075 5.9 0.00315609 6 0.00421428571428571 3.92142857142857 -0.074375 5.57142857142857 0.00235714285714286 -0.0548678571428571 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2017-02-06 0.0138508434487179 0.771158469090909 -0.007685063125 -3.076065 16.6248954444444 2.1757575165692 4.38359870769231 5.2 998.636596428571 82.0140655178571 NA 46.7235910714286 76.4968660714286 79.0592557142857 74.4884753571428 6.21628089285714 5.54238185714286 5.39798403571429 5.37687671428571 5.51293321428571 4.85883214285714 4.72890275 4.46650517857143 4.73820514285714 195.634760714286 0.687747760714286 -0.1896927 2.44556860714286 6.808675 5.45303571428571 -0.0574482142857143 5.98214285714286 9.81574999999999e-05 6 0.0157142857142857 4.225 -0.0721571428571429 5.68214285714286 0.00842857142857143 -0.0532142857142857 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2017-02-07 0.0147738366666667 0.0803875616666667 -0.00830395333333333 14.2792616666667 13.852906 -1.42140006822612 -1.20205230769231 0.2 1004.49435714286 52.8447175892857 NA 46.5967567857143 76.30791 79.0525867857143 74.4567360714286 2.604559175 3.29521521428571 3.61700321428571 3.669119 3.56087421428571 4.13612885714286 3.752121 4.31875364285714 4.93578921428571 145.163114642857 0.394050846428571 -0.191653317857143 2.02908707142857 6.90520714285714 5.60535714285714 -0.0749214285714286 6.05714285714286 0.00026019 6 0.00135714285714286 4.31357142857143 -0.0760785714285714 5.78571428571429 -0.00478571428571429 -0.0571785714285714 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2017-02-08 NA NA NA NA NA -2.19544387719298 -1.83081538986355 0 1004.207 87.7381898035714 NA 46.5372553571429 76.2299121428571 79.0685560714286 74.4586221428571 1.8037276 2.76012344642857 3.17941239285714 3.22911425 3.12994892857143 3.83631675 3.40856642857143 4.11340714285714 5.09125996428571 123.535825357143 0.56271895 -0.191731253571429 1.43530285714286 6.91650357142857 5.7 -0.084875 6.10714285714286 -0.003856125 6 -0.000428571428571428 4.13892857142857 -0.0781678571428572 5.875 -0.00642857142857143 -0.0601142857142857 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2017-02-09 NA NA NA NA NA -4.43213314423077 -6.50893814522417 0 999.398089285714 111.047558 NA 46.5875989285714 76.219105 79.1272839285714 74.4699203571429 0.0259089874999999 0.177250833857143 1.37837988571429 1.16620907857143 1.23307441071429 2.73795592857143 2.011308 3.53235357142857 5.17369889285714 126.325218928571 0.564460789285714 -0.191209057142857 1.37333292857143 6.81050357142857 5.67071428571429 -0.0931982142857143 6.2 -0.0064589875 6 0.00242857142857143 3.75607142857143 -0.0790642857142857 5.9 -0.00178571428571429 -0.0628214285714286 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2017-02-10 0.05575225 0.388215666666667 -0.0442187 120.7125 40.8613714285714 -4.08960488653846 -3.94007553606238 0 1000.62724285714 241.361993308929 NA 46.6805717857143 76.2806492857143 79.1835160714286 74.5032014285714 -0.262679894642857 0.439933808392857 1.14191125357143 1.112864475 1.104288425 2.25769582142857 1.66720714285714 3.02646421428571 5.17178982142857 139.173518214286 0.611798807142857 -0.189638971428571 1.27837523928571 6.5861 5.52142857142857 -0.0988892857142857 6.2 -0.0084516425 6 0.001 3.34428571428571 -0.0793392857142857 5.9 -0.008 -0.0646285714285714 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2017-02-11 NA NA -0.0268536 73.5325 NA 6.27583107797271 9.45183676071429 0.4 997.982528571429 169.054300908929 NA 47.3820378571429 76.6929253571429 79.2832528571429 74.5356192857143 6.02584759607143 2.06289179267857 2.63748441785714 2.0032786 2.583118525 2.16214810714286 2.45336046428571 2.71916285714286 5.09959014285714 127.478573571429 1.210422475 -0.179597525 1.55536603571429 6.37080357142857 5.35321428571429 -0.0818142857142857 6.2 -0.00722778 6 0.0165 3.10571428571429 -0.0728071428571428 5.89285714285714 0.00528571428571429 -0.0581107142857143 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2017-02-12 NA NA NA NA NA 7.3646806871345 10.9358604785714 0 997.599228571429 290.7369679375 NA 47.1649132142857 76.4211407142857 79.1816042857143 74.5285528571429 13.3001021428571 6.30833057142857 6.36509567857143 5.67016135714286 6.39672510714286 4.18895935714286 5.52789264285714 3.61994314285714 5.01035607142857 153.766921428571 1.92816507142857 -0.181320582142857 1.73794203571429 6.42186428571429 5.23303571428571 -0.0862214285714286 6.2 -0.00078785 6 0.0195714285714286 3.66785714285714 -0.0765035714285714 5.8 0.00971428571428571 -0.0574357142857143 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2017-02-13 NA NA NA NA NA 5.88925572884615 8.54446471798942 2.8 1005.45917195767 134.722307462698 NA 47.1840222222222 76.2751997354497 79.0733044973545 74.4786878306878 10.8869369312169 7.65789174603175 7.55757380952381 7.0870605026455 7.63619735449735 5.69614547619048 6.5782387037037 4.80825037037037 5.03316113756614 169.136285714286 1.50523617195767 -0.179191113756614 1.85958756613757 6.61402380952381 5.38055432372506 -0.0870082039911308 6.2 -0.00330835555555556 6 0.00138461538461538 4.60740740740741 -0.0767037037037037 5.83286713286713 -0.00684615384615385 -0.0583015873015873 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2017-02-14 0.0574289538461538 0.349666666666667 -0.042296513 118.011866666667 40.9818283333333 -2.61510078461538 0.0014463076923068 0 1013.06314814815 318.698344645503 NA 46.964480952381 76.1199301587302 78.9928973544974 74.4124677248677 11.2822682539683 7.47610185185185 8.1167253968254 7.32597568783069 8.33645965608466 6.43927854497355 6.93918301587302 5.60363828042328 5.20108727513228 179.446032539683 1.0937216984127 -0.182393052910053 1.57494962962963 6.91854497354497 5.67486772486772 -0.095760582010582 6.28518518518518 -0.00463117407407407 6 -0.009 5.42857142857143 -0.0807645502645503 5.94195804195804 -0.014013986013986 -0.0613915343915344 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2017-02-15 0.0326976794545455 -0.022191 -0.0256726209090909 88.7435375 24.9649089166667 3.66453011538462 6.47542721153846 3.2 1013.17777777778 200.908070148677 NA 47.015467989418 76.1804605820106 79.028896031746 74.3818886243386 7.32119534338624 6.00230775132275 6.57243669312169 5.86124886243386 6.60300153439153 5.53427433862434 5.86780534391534 5.34504944444445 5.44643624338624 169.201733862434 0.612589335978836 -0.182534912698413 1.35621912698413 7.11582275132275 5.98002645502646 -0.0980992063492064 6.38888888888889 -0.0074785537037037 6 -0.00746153846153846 5.57275132275132 -0.0802195767195767 6.07692307692308 -0.0164615384615385 -0.0622804232804233 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2017-02-16 NA -8.66196 NA 103.327 74.4423 -3.13728284615385 -1.74091361538462 0.2 1010.64153439153 203.228180732011 NA 47.362914021164 76.2608267195767 79.0334632275132 74.3730894179894 4.85878133227513 5.48000399470899 6.23974857142857 5.7380644973545 6.24658013227513 5.81843677248677 5.93103216931217 5.57871883597884 5.63341468253968 120.780977513227 0.47771603968254 -0.178387584656085 1.43024349206349 7.2374126984127 6.14656084656085 -0.0935013227513228 6.51111111111111 -0.00473332222222222 6 0.001 5.60687830687831 -0.0782142857142857 6.2 -0.008 -0.0603888888888889 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2017-02-17 NA NA NA NA NA -5.65935538461539 -5.14303704461538 0 1006.57439153439 338.821747114286 NA 47.2175341269841 76.2545084656085 79.1109981481482 74.3670317460318 4.13571225925926 1.89282597007937 3.82510497354497 2.76443833333333 3.71767084656085 4.37126267195767 4.11503417989418 4.87400917989418 5.77685431216931 113.362884126984 0.91014537037037 -0.182026346560847 1.37354803174603 7.24768518518519 6.26230158730159 -0.101366402116402 6.61851851851852 -0.00676607037037037 6 0.00641958041958042 5.28650793650794 -0.0802962962962963 6.3 -0.008 -0.0633121693121693 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2017-02-18 0.0378631572727273 -0.3042132 -0.02493397 92.1140627272727 33.0292423076923 -4.39503603653846 -4.41804 0 1007.58939153439 286.262392783069 NA 47.1416148148148 76.324353968254 79.1782256613757 74.4062380952381 3.14272640476191 1.1691800455291 2.85258153439153 1.81184812962963 2.85511126719577 3.22193830687831 2.93418941798942 3.94635105820106 5.82969251322751 160.965631216931 0.634315923280423 -0.183705052910053 1.3199529021164 6.97952380952381 6.18240740740741 -0.104179894179894 6.7 -0.00917676666666667 6 0.001 4.61005291005291 -0.0800529100529101 6.30454545454545 -0.010972027972028 -0.0655132275132275 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2017-02-19 0.00360818693449198 0.786118263636364 -0.0214906333333333 5.83930851785714 4.22163187666667 6.01738115384615 7.36203186538462 1.4 1007.44079365079 97.5339746402116 NA 47.2528944444444 76.3985835978836 79.2257275132275 74.4540052910053 4.30520202645503 2.83790662698413 3.26380031746032 2.74599291005291 3.25962669312169 2.98506489417989 3.07791558201058 3.48868261904762 5.75003597883598 215.207483862434 1.01068155555556 -0.182018288359788 1.09392516402116 6.67714285714286 6.00833333333333 -0.102679894179894 6.78518518518518 -0.0106885592592593 6 0.0051958041958042 4.15502645502646 -0.0782460317460318 6.29615384615385 -0.0113566433566434 -0.0654603174603175 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2017-02-20 0.00172930042592593 0.999524957264957 0.000436796125 -4.67197282142857 1.29457811695804 6.62912124038461 8.37213144230769 0.8 1005.47164021164 38.8619842328042 NA 47.5392928571429 76.3612687830688 79.1360002645503 74.4656298941799 9.99993124338624 7.80573854497355 7.63405875661376 7.02248682539683 7.83739235449735 5.33842542328042 6.18404042328042 4.64131521164021 5.626875 261.383698412698 0.898307793650794 -0.175675447089947 1.17439018518519 6.73931216931217 5.8596657633243 -0.0927208672086721 6.80952380952381 -0.00680948333333333 6 0.0134475524475524 4.60925925925926 -0.0764047619047619 6.2 -0.00198601398601399 -0.0614761904761905 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2017-02-21 0.0100499405185185 0.843378453485839 -0.000178798912280702 -3.38337942307692 7.41385507142857 2.84919564190476 4.08783647115385 0 1002.41287830688 74.9388542343915 NA 47.2601571428571 76.2048915343915 79.0236296296296 74.4035801587302 8.99002711640212 7.62517253968254 7.43503997354497 7.3070741005291 7.56066481481481 6.35851711640212 6.56775338624339 5.64780587301587 5.630835 265.62728042328 1.47772192328042 -0.179407664021164 1.23964682539683 7.07671957671958 5.96322751322751 -0.10001455026455 6.8 -0.00722318333333333 6 0.0184125874125874 5.57671957671958 -0.0798518518518519 6.26468531468531 -0.008 -0.0632910052910053 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2017-02-22 0.00574907898226496 0.929625934375 -0.0050599140625 5.76003260714286 5.65815984444444 1.05121353269231 2.06665975980769 1.4 993.726111111111 80.263814294709 NA 47.1639515873016 76.1521148148148 78.9711431216931 74.3501063492064 8.03065851851852 7.28894251322751 7.17547981481481 7.1705396031746 7.26468883597884 6.58618084656085 6.63855513227513 6.08794936507937 5.78866613756614 262.121402116402 2.00627664021164 -0.180328084656085 1.17654661111111 7.36777777777778 6.20037297060114 -0.101951952610794 6.8037037037037 -0.00874263703703704 6 0.0303006993006993 6.15925925925926 -0.0802777777777778 6.34195804195804 7.6923076923077e-05 -0.0639603174603175 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
